TransactionID,SubscriberKey,MemberID,ContractID,Quantity,CreatedDate,JournalType,JournalSubType,Status
frwFd42ff0,SUBK37165,MBR51648,CT74193,4400,13-09-2023 19:20:44,Rendención,Bienvenida,Completado
xpvmi900bf,SUBK53353,MBR71879,CT106506,7000,16-04-2023 17:10:33,Rendención,MGM,Completado
UbUuf5881e,SUBK85868,MBR43975,CT171260,2650,25-09-2024 14:16:57,Rendención,Bienvenida,Completado
IHPWw7d494,SUBK47719,MBR70069,CT95291,3950,25-05-2023 16:37:18,Rendención,MGM,Completado
WLqLj2c269,SUBK677,MBR58237,CT01357,6900,26-04-2023 02:47:23,Acumulación,Cross Selling,En proceso
EqHNNd2e71,SUBK40818,MBR29970,CT81454,4000,20-09-2023 14:36:41,Acumulación,Cross Selling,Completado
PwWPL3047b,SUBK80258,MBR64254,CT160085,1200,22-07-2023 00:32:58,Rendención,MGM,En proceso
TxlWX309e3,SUBK70408,MBR84338,CT140416,7750,23-08-2023 01:39:25,Rendención,Cross Selling,Completado
VImIx80ae7,SUBK46433,MBR89270,CT92709,8200,29-07-2023 03:01:22,Rendención,Cross Selling,En proceso
UtkOt08113,SUBK6431,MBR74579,CT12914,8500,17-02-2024 21:34:41,Rendención,Cross Selling,Completado
zFzNV9de32,SUBK63389,MBR23219,CT126448,4450,25-05-2024 02:38:51,Rendención,Cross Selling,En proceso
OCYpY046c1,SUBK34212,MBR58097,CT68509,6200,26-01-2024 21:43:04,Rendención,Bienvenida,En proceso
IeEWt448fb,SUBK27474,MBR37193,CT55101,3950,26-11-2024 10:24:20,Acumulación,Bienvenida,Completado
ZLQeD1c5dc,SUBK23117,MBR40371,CT46391,6750,14-11-2023 16:43:02,Rendención,MGM,En proceso
GgNxF9f8c7,SUBK30547,MBR87369,CT61203,8700,21-03-2024 16:33:15,Acumulación,Cross Selling,En proceso
SxMVrd78a2,SUBK72251,MBR22208,CT144071,4400,13-02-2023 22:20:53,Rendención,MGM,Completado
jdoBQcd8fd,SUBK81745,MBR82727,CT163058,2100,16-12-2024 10:32:50,Acumulación,Cross Selling,En proceso
NBDyM3cd7b,SUBK77336,MBR25120,CT154173,150,13-06-2024 06:56:55,Acumulación,Bienvenida,Completado
qHXeu905f4,SUBK71284,MBR84368,CT142159,1750,19-09-2023 04:26:08,Acumulación,Cross Selling,Completado
fpMmv549d9,SUBK8197,MBR71096,CT16474,9550,15-06-2024 10:32:16,Acumulación,Cross Selling,Completado
SUPIX834b2,SUBK1289,MBR65315,CT02567,7850,19-04-2024 08:07:37,Rendención,Cross Selling,Completado
tOmqy06b14,SUBK27182,MBR71785,CT54510,3300,06-03-2023 01:10:30,Rendención,Cross Selling,Completado
iUkeF45caa,SUBK22328,MBR83902,CT44785,3250,24-06-2024 16:59:02,Acumulación,Bienvenida,Completado
ZjfDae7acf,SUBK44481,MBR52113,CT88854,7950,11-02-2023 16:22:20,Rendención,Cross Selling,En proceso
DvbLw73c74,SUBK72512,MBR54026,CT144590,6550,30-12-2024 11:40:56,Rendención,Bienvenida,Completado
pQXNd719f9,SUBK36428,MBR20871,CT72817,750,10-03-2024 00:18:21,Rendención,Bienvenida,En proceso
IcxqH97960,SUBK24538,MBR54744,CT49212,2850,27-02-2023 04:43:58,Rendención,Bienvenida,Completado
Feuts6e1c1,SUBK49700,MBR77677,CT99210,6000,02-07-2023 02:35:45,Acumulación,MGM,En proceso
aVddU0fb68,SUBK52842,MBR46205,CT105494,1150,05-09-2023 00:41:35,Acumulación,Cross Selling,En proceso
gtdKN49025,SUBK80399,MBR48473,CT160362,450,11-06-2023 08:04:39,Rendención,Cross Selling,En proceso
HwsOKb5cf0,SUBK85256,MBR21894,CT170056,4900,19-06-2024 00:11:48,Rendención,Cross Selling,Completado
svOWFb4cd6,SUBK62257,MBR75666,CT124193,4150,05-02-2023 04:28:45,Acumulación,MGM,Completado
OCgJBcdf82,SUBK14123,MBR29359,CT28407,6550,21-10-2023 04:00:00,Acumulación,MGM,En proceso
ORzUWe5e5c,SUBK13317,MBR49241,CT26777,9900,30-08-2024 07:47:44,Acumulación,Bienvenida,En proceso
XcsTj286d4,SUBK6277,MBR40165,CT12618,8500,29-06-2023 08:19:08,Rendención,MGM,En proceso
zsjmC6f241,SUBK7557,MBR79169,CT15151,9400,31-01-2023 23:17:25,Rendención,Bienvenida,Completado
uSZig3cae4,SUBK41959,MBR6460,CT83755,1200,18-03-2024 06:22:00,Rendención,MGM,En proceso
COKRCe10e9,SUBK52934,MBR50398,CT105689,6050,17-04-2024 06:51:57,Rendención,Bienvenida,En proceso
sjUgd6a009,SUBK53783,MBR20840,CT107371,3400,04-04-2024 10:46:35,Rendención,Cross Selling,En proceso
nGZKue4134,SUBK77870,MBR5689,CT155243,3650,12-12-2024 08:01:47,Rendención,MGM,En proceso
PApYacc277,SUBK1230,MBR61471,CT02443,5750,08-08-2023 10:56:05,Acumulación,MGM,Completado
ZatHF7517c,SUBK20385,MBR49934,CT40874,5150,10-01-2023 03:32:50,Acumulación,Bienvenida,En proceso
QLRbs77606,SUBK1444,MBR30580,CT02868,1100,04-06-2023 03:53:39,Rendención,Bienvenida,En proceso
jjsug2813e,SUBK10198,MBR87820,CT20483,2400,28-02-2024 07:16:54,Rendención,Bienvenida,En proceso
dGzsy1d729,SUBK26042,MBR44762,CT52194,3000,23-05-2023 21:29:33,Acumulación,Cross Selling,Completado
qNgoz62679,SUBK48617,MBR87588,CT97057,1950,18-10-2024 07:22:18,Rendención,Cross Selling,Completado
wFLvF8f9b9,SUBK52290,MBR21414,CT104381,5550,05-10-2023 03:27:58,Rendención,Cross Selling,En proceso
DOKKs3bc0f,SUBK9790,MBR10152,CT19647,2450,20-03-2023 02:27:53,Acumulación,Bienvenida,En proceso
MTllYb0374,SUBK46519,MBR22162,CT92881,9450,14-11-2023 16:40:02,Rendención,MGM,En proceso
evtxz7f211,SUBK36260,MBR21560,CT72483,9050,13-10-2024 04:40:35,Acumulación,Cross Selling,En proceso
PCZIT5799c,SUBK52957,MBR8327,CT105730,8200,06-03-2024 20:27:52,Rendención,Bienvenida,En proceso
FKRXccd1bc,SUBK38706,MBR17687,CT77255,1400,28-11-2023 03:38:52,Rendención,MGM,En proceso
Wbjmlfccb7,SUBK65859,MBR47644,CT131340,5550,14-01-2024 18:54:21,Acumulación,MGM,En proceso
owuPud3951,SUBK80592,MBR39613,CT160741,7800,26-09-2023 08:57:01,Rendención,MGM,En proceso
yDNvbf5e56,SUBK86808,MBR11377,CT173183,5900,15-12-2024 20:04:08,Rendención,Bienvenida,Completado
MMXSRdf08a,SUBK63456,MBR38758,CT126573,7100,06-08-2023 15:24:25,Acumulación,Bienvenida,En proceso
ANuNL8b0ff,SUBK30385,MBR19336,CT60876,1800,22-08-2023 22:43:19,Rendención,Cross Selling,Completado
FHljD48f7a,SUBK14392,MBR47015,CT28932,4350,27-09-2024 13:21:31,Acumulación,MGM,En proceso
uWgLB2f11f,SUBK84924,MBR34793,CT169411,5500,01-02-2024 14:06:39,Acumulación,Bienvenida,Completado
UcwiHb9f20,SUBK71296,MBR43098,CT142183,2100,10-06-2024 06:51:55,Acumulación,MGM,En proceso
FKzuC72445,SUBK78957,MBR58833,CT157436,6950,28-12-2023 13:12:25,Rendención,Cross Selling,En proceso
mHwxZ652fc,SUBK79111,MBR89739,CT157748,250,27-03-2023 19:58:37,Acumulación,MGM,En proceso
wgQeAa0a1e,SUBK21715,MBR55752,CT43520,7600,28-12-2023 02:49:06,Rendención,Cross Selling,Completado
MTYWWb3948,SUBK55335,MBR10649,CT110468,1400,13-07-2023 22:51:31,Acumulación,Bienvenida,En proceso
QkvqF2b86d,SUBK55183,MBR45601,CT110170,9700,24-07-2024 09:52:36,Acumulación,Cross Selling,Completado
CPkIfb7889,SUBK70120,MBR16482,CT139851,1100,23-12-2024 08:25:07,Rendención,Bienvenida,Completado
fEMeq4a8f9,SUBK75328,MBR74518,CT150205,300,23-02-2023 00:58:28,Acumulación,Bienvenida,En proceso
jqIhx53524,SUBK76964,MBR37369,CT153442,5100,01-12-2023 21:17:26,Rendención,Cross Selling,Completado
TlvQN9b293,SUBK47186,MBR27659,CT94223,5600,08-12-2024 12:40:41,Acumulación,MGM,Completado
UihRR5cb9e,SUBK71117,MBR66601,CT141826,4350,23-01-2024 04:15:27,Acumulación,MGM,Completado
CAGse71aef,SUBK46833,MBR41581,CT93520,1100,09-06-2023 13:26:39,Rendención,Cross Selling,En proceso
ewezq0833d,SUBK3163,MBR31376,CT06349,4950,20-12-2023 15:10:56,Acumulación,Cross Selling,Completado
lgsde2de08,SUBK40057,MBR55381,CT79964,3800,13-02-2024 06:00:15,Acumulación,MGM,Completado
iBHAJ9dbe7,SUBK66348,MBR57435,CT132317,4200,03-07-2023 16:35:51,Acumulación,MGM,En proceso
dikcg830ab,SUBK8279,MBR74217,CT16632,6100,14-09-2023 16:57:40,Rendención,Cross Selling,En proceso
uTNWC3b904,SUBK77495,MBR52794,CT154482,4700,24-04-2023 10:06:36,Rendención,MGM,Completado
gMiYL87fe3,SUBK50940,MBR63184,CT101684,700,12-11-2024 00:40:27,Rendención,Bienvenida,En proceso
AwNyL42980,SUBK38842,MBR6173,CT77516,6150,21-09-2024 21:23:40,Rendención,Cross Selling,Completado
yhskge2af4,SUBK13972,MBR75210,CT28109,9450,11-01-2023 23:11:06,Acumulación,MGM,En proceso
rxEBO50332,SUBK85454,MBR42745,CT170460,5600,08-07-2024 11:17:17,Acumulación,MGM,Completado
IpHYZ291e9,SUBK30591,MBR73487,CT61295,9850,12-07-2023 11:40:57,Acumulación,Bienvenida,Completado
TvCOBc65b2,SUBK21860,MBR42930,CT43808,7150,08-12-2023 04:02:33,Acumulación,Cross Selling,Completado
SpftQ9a443,SUBK63133,MBR89391,CT125934,9950,02-04-2024 09:14:24,Acumulación,Bienvenida,Completado
xgQlq9fa16,SUBK31974,MBR9055,CT64015,2300,16-06-2024 07:02:57,Rendención,MGM,En proceso
yJdaVb1c8e,SUBK7800,MBR52104,CT15658,3650,02-06-2023 17:06:22,Acumulación,MGM,Completado
mnLHfd93f4,SUBK36538,MBR56286,CT73026,3150,18-05-2023 19:35:49,Acumulación,MGM,Completado
nHPmd7da79,SUBK72788,MBR13724,CT145140,8450,20-09-2024 21:00:05,Rendención,MGM,En proceso
epoKOf1865,SUBK12997,MBR12731,CT26127,9950,14-11-2023 11:19:57,Acumulación,Cross Selling,En proceso
sqfbae04bb,SUBK41017,MBR60822,CT81864,9850,06-11-2023 00:26:27,Acumulación,MGM,En proceso
qzJCXf16e6,SUBK61869,MBR85414,CT123461,9850,19-03-2024 20:35:51,Acumulación,MGM,En proceso
suaRu53087,SUBK75611,MBR42472,CT150765,3050,13-08-2024 01:04:20,Acumulación,Bienvenida,En proceso
qBSTH89c37,SUBK68279,MBR54904,CT136161,4300,10-05-2024 04:17:00,Rendención,MGM,Completado
JsXrLc4614,SUBK3643,MBR18129,CT07339,3700,27-11-2023 14:33:23,Acumulación,Cross Selling,En proceso
TyOtg5bcc8,SUBK28502,MBR80491,CT57132,3000,07-05-2024 13:18:27,Acumulación,MGM,En proceso
IHzLXcab31,SUBK6313,MBR33374,CT12694,2350,03-09-2023 01:49:43,Rendención,MGM,Completado
Qyfpica970,SUBK68400,MBR70963,CT136404,7300,07-03-2024 05:35:43,Rendención,Cross Selling,En proceso
GBdjT64868,SUBK4113,MBR29743,CT08273,6400,27-05-2023 17:40:06,Acumulación,MGM,En proceso
MlCki7fdd9,SUBK40229,MBR56763,CT80292,2900,05-03-2024 17:28:31,Rendención,Bienvenida,Completado
iTNxtc62a3,SUBK30408,MBR69849,CT60926,3150,01-04-2023 05:24:00,Rendención,MGM,En proceso
lvVgv476a6,SUBK56059,MBR61045,CT111907,3100,25-05-2024 02:19:24,Acumulación,Bienvenida,En proceso
XkqDf7590f,SUBK5817,MBR56705,CT11679,5550,03-07-2024 02:36:20,Rendención,MGM,En proceso
rMeis6e9f5,SUBK61849,MBR64474,CT123421,9800,17-05-2024 07:57:02,Acumulación,Bienvenida,En proceso
HkLUm5c85f,SUBK40967,MBR80162,CT81760,3250,02-12-2024 20:49:42,Rendención,Cross Selling,Completado
wYIvCd56c8,SUBK39325,MBR57939,CT78489,3600,02-04-2023 06:31:04,Acumulación,Cross Selling,Completado
KMPHLdfe4e,SUBK8455,MBR14357,CT16988,1750,03-04-2024 22:44:07,Rendención,Bienvenida,Completado
QaKlr1832b,SUBK34905,MBR42560,CT69826,2000,15-03-2023 05:55:26,Acumulación,Bienvenida,En proceso
nLyBuaab31,SUBK79315,MBR43811,CT158168,8500,04-11-2023 21:02:54,Acumulación,Cross Selling,En proceso
yliYV4e3c5,SUBK20119,MBR87956,CT40335,5300,08-10-2023 01:51:15,Rendención,Cross Selling,Completado
CIrBMce359,SUBK3526,MBR19643,CT07103,9250,28-12-2023 19:30:35,Acumulación,MGM,En proceso
ytgZG054ea,SUBK23938,MBR5823,CT48040,1350,08-01-2024 01:03:56,Rendención,MGM,Completado
kyTwP69599,SUBK15711,MBR40879,CT31602,9600,12-12-2024 15:54:19,Acumulación,Cross Selling,En proceso
qsxUWf336b,SUBK10187,MBR88869,CT20455,9250,16-12-2024 19:35:16,Rendención,Cross Selling,En proceso
MLlIU4e115,SUBK15559,MBR31566,CT31288,7650,19-10-2024 08:47:11,Rendención,MGM,Completado
geMgF1f201,SUBK38915,MBR19516,CT77659,7800,13-10-2023 15:04:16,Acumulación,Bienvenida,En proceso
eCAVT9ed65,SUBK80641,MBR4923,CT160844,3850,22-12-2023 06:20:03,Rendención,Cross Selling,Completado
Wafsc22c24,SUBK59902,MBR3171,CT119535,5400,11-09-2024 21:59:34,Rendención,MGM,En proceso
toJac2ac9e,SUBK83651,MBR7846,CT166853,7900,11-05-2023 23:45:24,Acumulación,MGM,Completado
PXAtJ23009,SUBK63470,MBR54531,CT126598,7850,30-04-2024 17:01:32,Rendención,MGM,Completado
vTFQFc90f6,SUBK86240,MBR20146,CT172021,1450,19-04-2023 05:41:29,Acumulación,MGM,Completado
vipvFdf882,SUBK45259,MBR81087,CT90383,2550,21-05-2023 07:17:03,Rendención,Cross Selling,Completado
OyYCKe2244,SUBK88968,MBR55561,CT177497,8050,01-05-2024 02:01:55,Acumulación,Cross Selling,Completado
DhgDg67816,SUBK82024,MBR19915,CT163600,3050,13-02-2024 01:57:35,Acumulación,MGM,Completado
dtNnC83c28,SUBK72788,MBR13724,CT145140,2800,25-04-2023 02:06:29,Rendención,MGM,En proceso
skxrn6da2a,SUBK33093,MBR35755,CT66250,6200,01-01-2023 08:53:44,Rendención,Cross Selling,En proceso
llwPN3b954,SUBK32071,MBR38535,CT64199,5000,21-01-2023 20:36:24,Rendención,Cross Selling,Completado
ypqvU31c41,SUBK85286,MBR20350,CT170116,5450,19-08-2024 22:32:16,Rendención,Cross Selling,Completado
QYlqx43902,SUBK62656,MBR43162,CT124978,8650,03-11-2023 02:35:44,Rendención,MGM,En proceso
QKWsd828c3,SUBK65325,MBR3017,CT130286,4950,24-10-2024 03:04:14,Rendención,MGM,En proceso
eZsYV8fcbb,SUBK45650,MBR65103,CT91163,700,02-09-2023 20:29:26,Acumulación,Bienvenida,En proceso
nIQyS52ec3,SUBK35090,MBR66991,CT70185,4900,16-08-2024 12:37:05,Acumulación,Cross Selling,Completado
Zpqvmd8487,SUBK34254,MBR45638,CT68593,8700,03-02-2023 02:55:47,Rendención,MGM,En proceso
IOzzB0ba2b,SUBK41801,MBR33130,CT83434,9100,31-03-2024 10:17:35,Acumulación,Bienvenida,Completado
fFVSa72ea1,SUBK39457,MBR8515,CT78753,1800,03-01-2024 08:39:42,Rendención,Cross Selling,Completado
lAzWAa5c79,SUBK1128,MBR24389,CT02240,7050,19-02-2024 20:01:22,Rendención,MGM,Completado
MARdWc2a8b,SUBK45449,MBR5124,CT90771,550,06-06-2024 23:08:05,Acumulación,Cross Selling,Completado
SCQYd9fee9,SUBK83563,MBR73255,CT166685,1900,13-07-2024 17:14:14,Acumulación,MGM,En proceso
iedVF27a9b,SUBK7174,MBR66910,CT14395,8900,27-05-2023 09:58:41,Rendención,Bienvenida,En proceso
myfEd507e9,SUBK20076,MBR78337,CT40259,6500,05-06-2024 01:25:41,Rendención,Bienvenida,Completado
zQSIVe0cc1,SUBK20715,MBR14904,CT41547,5100,14-03-2024 01:59:36,Acumulación,Cross Selling,Completado
jrdGO23721,SUBK57369,MBR201,CT114507,2250,06-06-2023 12:08:09,Acumulación,MGM,Completado
kEacQ92b74,SUBK83913,MBR512,CT167382,5650,01-11-2024 16:02:07,Acumulación,Cross Selling,Completado
zLSur147a5,SUBK41965,MBR80143,CT83767,650,30-03-2024 06:54:29,Acumulación,MGM,Completado
PwqQH3e461,SUBK21683,MBR71063,CT43459,1400,15-08-2024 17:52:42,Acumulación,Bienvenida,En proceso
yHPLZee7aa,SUBK30638,MBR40517,CT61381,950,05-06-2023 00:16:41,Rendención,MGM,Completado
RKlns41e16,SUBK26283,MBR11636,CT52699,3500,09-12-2023 00:33:52,Rendención,Bienvenida,En proceso
ohGcR1830d,SUBK34965,MBR80381,CT69948,4950,18-12-2024 06:48:40,Rendención,Cross Selling,En proceso
gNeen295da,SUBK53707,MBR41199,CT107223,4300,15-06-2023 09:29:12,Acumulación,Cross Selling,Completado
COXEpce6f0,SUBK82045,MBR42814,CT163642,8050,24-04-2023 22:00:30,Acumulación,Cross Selling,En proceso
VHNzyeba61,SUBK56343,MBR10461,CT112489,1950,01-05-2023 08:55:23,Acumulación,Bienvenida,Completado
fkpAS9fac7,SUBK50298,MBR8812,CT100398,9450,01-11-2024 11:24:59,Acumulación,Cross Selling,En proceso
mLRiV7dbc5,SUBK79593,MBR14683,CT158725,8300,29-08-2023 19:58:45,Acumulación,MGM,Completado
ndhLC752b4,SUBK21456,MBR51628,CT43002,7100,17-06-2024 23:13:51,Acumulación,MGM,Completado
UqQBSa6bc7,SUBK79551,MBR42538,CT158647,9400,15-04-2024 07:24:10,Rendención,Bienvenida,Completado
FYVHGdc056,SUBK2462,MBR22994,CT04926,750,02-12-2023 05:44:46,Rendención,Bienvenida,Completado
lCQzHe3012,SUBK25963,MBR87737,CT52049,1350,21-07-2024 09:11:13,Acumulación,Cross Selling,Completado
zVCadd837a,SUBK56431,MBR28121,CT112667,6650,09-04-2024 16:55:58,Rendención,Bienvenida,Completado
kGtdKed18f,SUBK32006,MBR212,CT64075,1700,10-02-2023 01:38:52,Rendención,MGM,Completado
KjHQxfed35,SUBK29884,MBR55948,CT59876,4200,08-02-2023 02:36:59,Rendención,MGM,En proceso
gWOMq98793,SUBK52362,MBR15104,CT104523,6550,05-05-2024 03:12:49,Acumulación,Bienvenida,En proceso
VPXPy984ed,SUBK67276,MBR51575,CT134172,2200,05-08-2023 19:31:37,Rendención,Bienvenida,En proceso
XlMgZffca1,SUBK43699,MBR71701,CT87284,6650,08-06-2024 22:52:21,Rendención,Cross Selling,Completado
DbOAkc8dce,SUBK44419,MBR38053,CT88733,2850,23-10-2024 03:31:57,Acumulación,Cross Selling,Completado
ZICoqf2f12,SUBK24380,MBR3226,CT48896,3700,27-07-2024 04:17:54,Acumulación,Cross Selling,Completado
IcrDI261b4,SUBK49809,MBR78722,CT99425,7050,30-11-2023 00:07:06,Rendención,MGM,En proceso
DsGGj9192f,SUBK58928,MBR69781,CT117562,4550,15-12-2023 08:23:14,Acumulación,Cross Selling,En proceso
TkqVt0f71c,SUBK45028,MBR77139,CT89938,1700,12-05-2023 01:59:15,Rendención,Bienvenida,En proceso
hIYDbd1a26,SUBK23466,MBR83609,CT47093,4550,13-01-2023 11:57:26,Acumulación,MGM,En proceso
rXhKnd44a7,SUBK72581,MBR61648,CT144731,2400,20-12-2024 21:38:19,Acumulación,Bienvenida,En proceso
IWqyEd1e5c,SUBK49219,MBR21449,CT98251,5400,23-05-2023 22:57:54,Rendención,Cross Selling,En proceso
NTrEEce971,SUBK17602,MBR85735,CT35409,4800,10-10-2023 07:08:40,Acumulación,MGM,Completado
pdazq5dd78,SUBK81665,MBR80106,CT162899,7400,29-08-2023 12:14:20,Rendención,MGM,En proceso
cjJFdf75b1,SUBK48511,MBR65922,CT96851,1450,13-10-2023 04:57:42,Rendención,Cross Selling,En proceso
SoFOUb7cbc,SUBK2217,MBR79900,CT04430,5900,05-11-2023 12:07:04,Acumulación,MGM,En proceso
XypUyb9094,SUBK35608,MBR7071,CT71208,5650,17-10-2023 19:59:31,Rendención,Bienvenida,Completado
VmsGOe753d,SUBK69379,MBR13529,CT138354,7050,04-08-2023 00:51:22,Rendención,MGM,En proceso
nKOal9e8c7,SUBK58885,MBR84465,CT117479,3450,18-05-2023 12:29:59,Acumulación,MGM,En proceso
WVQRccf755,SUBK16314,MBR32317,CT32806,6700,10-12-2023 08:37:17,Rendención,MGM,En proceso
jsEIk2b344,SUBK61654,MBR87485,CT123042,5700,27-01-2023 13:28:44,Rendención,Bienvenida,Completado
oAcMF37ae2,SUBK6628,MBR83413,CT13315,2150,15-12-2023 10:12:44,Acumulación,Bienvenida,Completado
WMlwB484ab,SUBK36683,MBR21799,CT73282,7750,12-02-2024 14:37:15,Rendención,MGM,En proceso
soyXi0bfc3,SUBK85024,MBR32458,CT169607,5700,03-06-2023 23:48:47,Rendención,Bienvenida,En proceso
Obtmx1a21b,SUBK78325,MBR8672,CT156174,1400,23-08-2024 00:14:48,Rendención,Cross Selling,En proceso
HagKL44d62,SUBK75812,MBR18846,CT151158,1400,31-07-2023 05:58:13,Acumulación,Cross Selling,Completado
UjHDec7732,SUBK46611,MBR85681,CT93071,8250,12-11-2023 17:56:51,Acumulación,Cross Selling,Completado
lFMLVbecc9,SUBK38949,MBR22649,CT77736,1750,06-11-2023 00:29:53,Rendención,Bienvenida,Completado
vwrBB8d830,SUBK43040,MBR43564,CT85955,2650,17-01-2023 15:50:23,Rendención,MGM,Completado
TwXtE53a19,SUBK49778,MBR12073,CT99361,6000,27-01-2023 05:57:24,Rendención,Cross Selling,Completado
ObtNG5fa73,SUBK4150,MBR34675,CT08342,10000,05-09-2023 09:56:45,Rendención,Bienvenida,Completado
GtmAQ8d56c,SUBK32509,MBR49144,CT65072,8050,24-11-2023 08:50:08,Acumulación,Cross Selling,En proceso
loHzPecec1,SUBK32412,MBR80924,CT64892,9150,21-05-2024 11:26:39,Rendención,Cross Selling,En proceso
GENup34b13,SUBK85486,MBR50141,CT170529,150,09-12-2023 15:54:34,Acumulación,Cross Selling,Completado
lxXbHc5786,SUBK30823,MBR41784,CT61759,1550,18-06-2023 16:00:01,Acumulación,MGM,En proceso
VivxFd8175,SUBK22208,MBR89735,CT44530,4400,11-09-2024 21:37:41,Rendención,Cross Selling,Completado
BGtzqe8393,SUBK12859,MBR58213,CT25829,5550,28-03-2023 13:24:40,Rendención,Bienvenida,Completado
CZrQC1108e,SUBK56584,MBR32754,CT112962,5050,23-06-2024 11:40:23,Rendención,Bienvenida,En proceso
oUufE66c96,SUBK24065,MBR66243,CT48289,2300,30-06-2024 02:16:11,Acumulación,Bienvenida,Completado
fcJuT73917,SUBK28623,MBR3468,CT57367,3000,30-05-2024 01:43:28,Rendención,Cross Selling,En proceso
FMDoj1da49,SUBK49055,MBR42842,CT97919,7300,27-04-2024 16:08:22,Acumulación,MGM,En proceso
NMOUl7de61,SUBK47096,MBR20679,CT94050,3850,03-09-2024 07:22:34,Rendención,Cross Selling,En proceso
RzOSP531c6,SUBK26967,MBR12475,CT54098,7650,16-07-2023 11:44:52,Acumulación,Bienvenida,En proceso
eqGHl4a47d,SUBK80226,MBR60387,CT160017,8200,11-06-2023 22:07:14,Acumulación,Cross Selling,En proceso
cRQcH737d0,SUBK45951,MBR7889,CT91766,5150,16-01-2023 22:32:54,Acumulación,Cross Selling,En proceso
jPZna0932c,SUBK80069,MBR11985,CT159695,6200,09-08-2023 03:49:14,Rendención,MGM,Completado
UXOff216ee,SUBK67794,MBR58774,CT135218,400,01-12-2024 18:03:04,Rendención,Bienvenida,Completado
FqlYrf2002,SUBK6436,MBR77431,CT12925,7950,24-05-2023 02:47:10,Rendención,Cross Selling,Completado
ddzNJda6b3,SUBK49499,MBR18248,CT98821,1200,21-11-2023 16:29:07,Acumulación,Cross Selling,En proceso
vrsYj776f7,SUBK7962,MBR81345,CT15986,4150,16-05-2023 12:14:32,Rendención,Bienvenida,Completado
iBiCQ7d015,SUBK54515,MBR74989,CT108831,5000,13-06-2024 22:01:38,Acumulación,MGM,Completado
JKJhDb6260,SUBK37776,MBR73977,CT75390,9000,11-12-2023 17:53:02,Acumulación,MGM,Completado
vTcoD413d6,SUBK57807,MBR46654,CT115383,7700,22-05-2023 10:40:38,Rendención,Bienvenida,En proceso
AqGam451af,SUBK24053,MBR68350,CT48271,7300,26-07-2024 01:56:20,Acumulación,Cross Selling,En proceso
DXEAC4c968,SUBK38375,MBR70533,CT76594,2450,06-01-2023 17:48:49,Acumulación,Cross Selling,En proceso
rdrQvc7659,SUBK21020,MBR26812,CT42141,6700,10-10-2024 02:59:46,Rendención,Bienvenida,En proceso
lVAXc3cace,SUBK83639,MBR76909,CT166829,7900,03-11-2024 22:45:48,Rendención,Cross Selling,Completado
fLitmfc6c7,SUBK75301,MBR35815,CT150146,9050,07-11-2023 19:34:30,Rendención,Cross Selling,Completado
BJJPb27d0d,SUBK19310,MBR85910,CT38733,9650,02-10-2023 14:20:03,Rendención,Bienvenida,En proceso
nstYH6641e,SUBK78973,MBR84497,CT157466,8350,22-10-2024 13:39:28,Acumulación,Bienvenida,Completado
fyeMH0152e,SUBK49634,MBR15179,CT99073,9950,22-06-2023 14:57:55,Acumulación,Bienvenida,Completado
Otgrm2fae8,SUBK78810,MBR31960,CT157138,3050,28-06-2024 00:01:41,Rendención,Bienvenida,Completado
tHkgh57e33,SUBK31873,MBR69159,CT63815,5200,23-07-2023 17:47:43,Rendención,Cross Selling,En proceso
ZUdlha7639,SUBK52659,MBR83741,CT105125,5150,29-04-2024 13:57:01,Rendención,Bienvenida,Completado
VdWyf1bc90,SUBK70805,MBR79612,CT141182,9450,11-10-2023 20:07:00,Rendención,MGM,En proceso
aOuvA3dc2d,SUBK84684,MBR80434,CT168939,1550,08-04-2024 03:50:14,Rendención,MGM,En proceso
ehLWBa8942,SUBK37833,MBR40518,CT75506,4300,13-02-2023 04:01:04,Rendención,MGM,Completado
eQSbx9a7c5,SUBK48226,MBR85355,CT96284,9700,05-12-2023 14:06:18,Acumulación,MGM,Completado
NWuyO42f51,SUBK17000,MBR25273,CT34179,1150,24-08-2024 16:42:00,Rendención,MGM,En proceso
cyaPk86a10,SUBK1912,MBR79921,CT03806,6050,24-11-2024 08:14:58,Rendención,Bienvenida,En proceso
NNOLie73e5,SUBK6351,MBR7312,CT12761,9550,29-02-2024 10:44:10,Rendención,Cross Selling,En proceso
TjHkq2a715,SUBK16830,MBR30800,CT33847,7800,30-05-2024 16:36:37,Acumulación,MGM,En proceso
Rhyhyd92cf,SUBK59435,MBR28149,CT118581,2150,14-10-2023 22:46:06,Rendención,Cross Selling,En proceso
iYyWcb1378,SUBK80540,MBR43877,CT160636,7750,05-11-2023 12:16:11,Rendención,Bienvenida,En proceso
TWtdx9db3c,SUBK15466,MBR28540,CT31091,5150,02-09-2023 10:23:14,Rendención,Cross Selling,En proceso
qDjYsf1777,SUBK15789,MBR76271,CT31758,5450,19-04-2024 07:16:54,Rendención,Cross Selling,En proceso
Smewz2540f,SUBK55811,MBR8793,CT111391,7650,06-05-2024 02:09:51,Acumulación,Bienvenida,Completado
pEQVq39ba5,SUBK18107,MBR38125,CT36394,2200,24-11-2024 23:24:12,Acumulación,MGM,En proceso
UlOAx4640e,SUBK24578,MBR18416,CT49275,6400,24-01-2023 08:18:28,Acumulación,Cross Selling,Completado
